human	rat	mouse	fly	worm	yeast	alpaca	cow	horse	pig	sheep	cat	dog	guinea_pig	rabbit	chicken	duck	turkey
0	0	0	0	0	0	0	0	0	A0A287ARK9	0	A0A2I2UK64	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BMT3	0	A0A2I2U5U0	0	A0A286Y2J6	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ARR8	0	M3W2Y8	J9P960	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AVC7	0	A0A2I2U6B8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZZ54	0	A0A2I2U179	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BNA9	0	A0A2I2U3N5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A940	0	M3WVS4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LTW2	0	A0A0A0MPY2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B3R5	0	A0A2I2UR13	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RII7	0	0	F1PH71	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RHX6	0	0	F1PHK5	H0WCQ3	G1TRY3	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A7W8	0	0	J9NTK7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B1I8	0	0	J9P7T0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BRE8	0	0	F1PI74	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ACM1	0	0	J9PA82	A0A286Y673	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AD46	0	0	F1PZW0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RV94	0	0	E2RDP7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BE86	0	0	F1PW25	0	G1U6J5	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZRG4	0	0	E2RAR8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B153	0	0	J9P4N3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ARE2	0	0	J9P7A4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AQ15	0	0	J9NTD1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AID9	0	0	E2R7S0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SKX1	0	0	F6XL69	0	0	A0A1L1RQT2	0	0
0	0	0	0	0	0	0	0	0	F2Z522	0	0	E2R2D4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZZV2	0	0	J9P1H7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LFV6	0	0	J9P0A3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZNU4	0	0	J9NUJ7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AYR0	0	0	J9P7N0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B3U3	0	0	J9NZZ7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BM67	0	0	J9P8C1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BGI6	0	0	J9NVJ9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A623	0	0	J9P5B4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287API6	0	0	J9P7F5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AKL9	0	0	F1PEW0	0	G1TG34	0	0	0
0	0	0	0	0	0	0	0	0	F1SUN6	0	0	J9NV22	0	G1TK73	0	0	0
0	0	0	0	0	0	0	0	0	I3LS08	0	0	F1PYS4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A4Z3	0	0	J9P7H6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BHP0	0	0	J9P169	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AYV7	0	0	J9P546	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A7U5U2	0	0	0	0	0	0	U3I2K4	0
0	0	0	0	0	0	0	0	0	A0A287AVL5	0	0	F1PSX6	A0A286XMM7	G1U4W9	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BDI4	0	0	E2RNQ7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZQC6	0	0	0	0	G1TUF0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287APG5	0	0	J9P5K3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AAW4	0	0	E2RLA9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A198	0	0	L7N054	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A5G6	0	0	F1Q2P8	0	G1TNN4	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AAY7	0	0	J9NXK7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B5K0	0	0	J9NUR0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B8N0	0	0	J9NRK5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B3W3	0	0	J9P878	A0A286X997	G1TF95	0	0	0
0	0	0	0	0	0	0	0	0	K7GP62	0	0	0	H0VBD1	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AIC7	0	0	J9NXI7	A0A286Y199	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AQZ3	0	0	0	H0V4H8	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RF51	0	0	0	H0V2B0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B4V1	0	0	0	A0A286XZD2	G1SNV3	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BBB3	0	0	0	H0V479	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZIJ8	0	0	0	A0A286XC61	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZJW0	0	0	0	A0A286Y580	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B157	0	0	0	A0A286XDN6	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AUW7	0	0	0	H0VXS5	G1U380	0	0	0
0	0	0	0	0	0	0	0	0	P49666	0	0	0	H0VVZ0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SEY2	0	0	0	A0A286XIY4	G1TLQ9	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AG60	0	0	0	B2ZPE9	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A6D2	0	0	0	H0W0Y6	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B0L6	0	0	0	A0A286Y1W6	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LAM3	0	0	0	A0A286XJ58	0	0	U3HZD5	0
0	0	0	0	0	0	0	0	0	A0A287BI49	0	0	0	A0A286XMA9	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZR73	0	0	0	A0A286XNF4	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LMD2	0	0	0	H0VEH5	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SH86	0	0	0	H0W4E5	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AYZ3	0	0	0	0	G1TKC7	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZW88	0	0	0	A0A286Y006	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B7K0	0	0	0	H0W359	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZJ78	0	0	0	H0WDE6	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B9N4	0	0	0	A0A286XMM3	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RN65	0	0	0	H0V2W3	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LC48	0	0	0	0	G1TWL4	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BSS2	0	0	0	0	G1TSJ3	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ABX0	0	0	0	0	G1U539	F1NHI6	U3IGM9	G1N8W5
0	0	0	0	0	0	0	0	0	I3L8P8	0	0	0	0	G1U8F7	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BM12	0	0	0	0	G1TNI2	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B529	0	0	0	0	G1U3C2	0	0	0
0	0	0	0	0	0	0	0	0	I3LQ36	0	0	0	0	G1SH66	0	0	0
0	0	0	0	0	0	0	0	0	F1RQU2	0	0	0	0	G1TN81	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A1C9	0	0	0	0	G1TG12	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ATN0	0	0	0	0	G1U804	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BCB5	0	0	0	0	G1T9Z1	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BI74	0	0	0	0	U3KPJ2	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZJA9	0	0	0	0	G1TFN2	0	0	0
0	0	0	0	0	0	0	0	0	F2Z559	0	0	0	0	G1TSM1	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BNT9	0	0	0	0	0	0	U3ID54	0
0	0	0	0	0	0	0	0	0	A0A287BDR7	0	0	0	0	0	A0A1D5NZA9	0	0
0	0	0	0	0	0	0	0	0	A0A287A1W9	0	0	0	0	0	E1C823	0	0
0	0	0	0	0	0	0	0	0	A0A287BMY9	0	0	0	0	0	A0A1D5P6Y1	0	0
0	0	0	0	0	0	0	0	0	A0A287B5C3	0	0	0	0	0	F1P042	U3J844	0
0	0	0	0	0	0	0	0	0	A0A287AQK9	0	0	0	0	0	F1NA87	U3IA55	0
0	0	0	0	0	0	0	0	0	F1RWV7	0	0	0	0	0	F1NAE6	R0JV25	G3UQL2
0	0	0	0	0	0	0	0	0	F1SBA7	0	0	0	0	0	A0A1D5PWT9	U3I6W6	G1ND47
0	0	0	0	0	0	0	0	0	A0A287B9R6	0	0	0	0	0	0	U3HZJ1	0
0	0	0	0	0	0	0	0	0	A0A287B3C6	0	0	0	0	0	0	U3I612	0
0	0	0	0	0	0	0	0	0	A0A287AX18	0	0	0	0	0	0	U3HZJ2	0
0	0	0	0	0	0	0	0	0	I3L9G1	0	0	0	0	0	0	U3I783	0
0	0	0	0	0	0	0	0	0	A0A287AEJ6	0	0	0	0	0	0	0	G1NRZ7
0	0	0	0	0	0	0	0	0	A0A286ZPL5	0	0	0	0	0	0	0	G3US67
0	0	0	0	0	0	0	0	0	A0A286ZLE5	0	0	0	0	0	0	0	G3UUQ3
0	0	0	0	0	0	0	0	0	A0A287AT75	0	0	0	0	0	0	0	G1NGV2
0	0	0	0	0	0	0	0	0	0	W5NPX3	M3XF89	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NQF1	M3WXX7	F1PRR8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NS64	M3X1L2	J9NS09	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NTT0	A0A2I2UQU5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NUD9	A0A2I2U8H7	0	0	G1TRP3	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NUN3	0	J9NS94	0	G1TLJ6	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NWL9	A0A2I2URV3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NXD4	M3WCZ3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NZX5	M3X8R0	J9PAP2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P1B4	0	0	0	G1TR75	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P2U0	M3XG66	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P2U1	M3WI65	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P3D3	0	0	0	U3KMF1	0	U3ID02	0
0	0	0	0	0	0	0	0	0	0	W5P3Z1	M3WRK0	F1Q400	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P4J7	M3WQN2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P9C5	A0A2I2UZZ8	J9P903	A0A286Y255	0	0	0	G1N2A0
0	0	0	0	0	0	0	0	0	0	W5PA39	M3X6R9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PH05	0	L7N0D2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PIJ2	M3W7H0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PNC1	A0A2I2V0N4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PP51	M3WS89	0	0	G1TXA5	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PRB7	M3WS97	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PU38	M3X389	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PUG8	A0A2I2UIN8	J9NXL9	A0A286XHL7	U3KMT5	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PVJ2	A0A2I2UN20	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PXB1	M3X6H9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PXX0	A0A2I2U171	0	H0VY21	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PYJ6	A0A2I2USW4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PYX0	A0A0A0MPZ9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PZ52	A0A2I2UDP5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PZE0	A0A2I2U9D6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PZS6	A0A2I2V405	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q0A1	A0A2I2V3K4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q0W0	A0A2I2UJD7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q2R9	M3W1V6	F1PYX5	A0A286XD32	G1T107	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q4A1	M3WX42	J9P0D6	0	0	E1BZW6	0	0
0	0	0	0	0	0	0	0	0	0	W5Q7Q7	A0A2I2UGH0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q864	A0A2I2V2V9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q8E8	M3X533	0	0	G1TNR3	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q9A6	A0A2I2V1J3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q9X2	A0A2I2UZA5	0	A0A286Y4G0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QEM5	0	0	0	G1U7B8	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QII3	A0A2I2UYF1	L7N0K5	0	G1U3I2	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QIK4	M3XFN0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NQ82	0	J9NXD1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NR81	0	F1PBC0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NVC0	0	L7N0G6	A0A286Y1Z3	G1TTW2	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NXF4	0	F6XQQ3	0	G1TR49	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NXH3	0	F1PM66	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P2A7	0	F1Q4K9	0	U3KNF9	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P5L8	0	F1PPA9	0	G1T0F5	0	0	G1NG33
0	0	0	0	0	0	0	0	0	0	W5P8T2	0	J9NWM6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P9P3	0	J9P3B9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PBJ3	0	J9NTU4	0	0	A0A1D5PYP9	0	0
0	0	0	0	0	0	0	0	0	0	W5PEF9	0	J9PAF2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PEZ6	0	J9NW56	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PF63	0	E2R443	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PGL9	0	J9PAZ9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PGU3	0	J9NZT3	0	0	0	U3J877	0
0	0	0	0	0	0	0	0	0	0	W5PGZ5	0	E2QU35	A0A286XM81	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PR69	0	F1PUJ6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PSP4	0	J9NVE0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PSQ9	0	J9P510	0	U3KN83	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PT90	0	J9P447	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PUX1	0	J9P0K6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PW07	0	J9P2H6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PZ00	0	J9NYY6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PZR3	0	J9PBN1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q760	0	J9JHA4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q9L7	0	J9NZX8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QAQ9	0	E2RRM7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QB17	0	J9NVU8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QBL3	0	J9P5V8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QC16	0	E2RBR9	0	G1TX34	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QES2	0	J9PB58	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QFM6	0	J9NSW1	0	0	0	R0JNR7	0
0	0	0	0	0	0	0	0	0	0	W5QGQ6	0	E2RRM9	0	G1U753	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QIA7	0	J9NVV8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NRX3	0	0	A0A286XLS1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P0P9	0	0	A0A286XYM5	0	0	0	G3UUR1
0	0	0	0	0	0	0	0	0	0	W5PIX1	0	0	H0W7L1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PT54	0	0	A0A286XL62	0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PVF3	0	0	A0A286XZN1	0	P02314	U3INB7	H9H1L3
0	0	0	0	0	0	0	0	0	0	W5NQC9	0	0	0	G1TJH0	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NT20	0	0	0	G1THX1	F1N8F1	U3IMK6	G1MZZ1
0	0	0	0	0	0	0	0	0	0	W5NU49	0	0	0	G1TUT3	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NX19	0	0	0	G1TZX1	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NXI5	0	0	0	G1TLG8	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NZK0	0	0	0	G1U9N6	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P102	0	0	0	G1TU80	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P182	0	0	0	G1U0Q5	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P1B5	0	0	0	G1U9P1	0	0	0
0	0	0	0	0	0	0	0	0	0	W5P2L2	0	0	0	G1U7H8	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PBE5	0	0	0	G1U6T9	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PMU2	0	0	0	G1TWZ7	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PQW8	0	0	0	G1TUA2	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PUZ9	0	0	0	G1U2B6	0	0	0
0	0	0	0	0	0	0	0	0	0	W5PZ13	0	0	0	G1TP87	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q1E5	0	0	0	G1TU84	0	0	0
0	0	0	0	0	0	0	0	0	0	W5Q4L3	0	0	0	U3KPE8	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QAL5	0	0	0	G1TQ93	0	U3IJJ6	0
0	0	0	0	0	0	0	0	0	0	W5QAZ4	0	0	0	G1TPM7	A0A1D5PMJ3	0	0
0	0	0	0	0	0	0	0	0	0	W5QFT7	0	0	0	G1TZK3	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QGP9	0	0	0	G1TGS8	0	0	0
0	0	0	0	0	0	0	0	0	0	W5QJ66	0	0	0	G1SM70	0	0	0
0	0	0	0	0	0	0	0	0	0	W5NS48	0	0	0	0	A0A1D5PU53	0	0
0	0	0	0	0	0	0	0	0	0	W5NU12	0	0	0	0	A0A1D5PJP8	U3J3U9	G1NJN6
0	0	0	0	0	0	0	0	0	0	W5P2E8	0	0	0	0	A0A1D5PJK4	U3ID05	0
0	0	0	0	0	0	0	0	0	0	W5P6E8	0	0	0	0	A0A1D5PGE4	0	0
0	0	0	0	0	0	0	0	0	0	W5PC69	0	0	0	0	A0A1D5PGH2	0	0
0	0	0	0	0	0	0	0	0	0	W5PD66	0	0	0	0	A0A1D5PXE7	0	0
0	0	0	0	0	0	0	0	0	0	W5PE81	0	0	0	0	A0A1L1RRL5	0	0
0	0	0	0	0	0	0	0	0	0	W5PK14	0	0	0	0	A0A1D5NXX5	0	0
0	0	0	0	0	0	0	0	0	0	W5PP12	0	0	0	0	F1NG43	U3J410	0
0	0	0	0	0	0	0	0	0	0	W5PYF6	0	0	0	0	Q5ZIQ3	0	0
0	0	0	0	0	0	0	0	0	0	W5Q1J9	0	0	0	0	A0A1D5P5Z9	U3IZD7	0
0	0	0	0	0	0	0	0	0	0	W5Q6L7	0	0	0	0	A0A1D5P8B7	R0JQG8	G3US90
0	0	0	0	0	0	0	0	0	0	W5NUW4	0	0	0	0	0	U3HYF1	0
0	0	0	0	0	0	0	0	0	0	W5NW43	0	0	0	0	0	U3J6Y1	0
0	0	0	0	0	0	0	0	0	0	W5NXG2	0	0	0	0	0	U3J860	0
0	0	0	0	0	0	0	0	0	0	W5PCN6	0	0	0	0	0	U3J2M5	0
0	0	0	0	0	0	0	0	0	0	W5PF10	0	0	0	0	0	U3IKR3	0
0	0	0	0	0	0	0	0	0	0	W5PPT0	0	0	0	0	0	U3J7H4	0
0	0	0	0	0	0	0	0	0	0	W5Q303	0	0	0	0	0	U3IH29	0
0	0	0	0	0	0	0	0	0	0	W5Q4W2	0	0	0	0	0	U3IXK6	0
0	0	0	0	0	0	0	0	0	0	W5QAY3	0	0	0	0	0	U3IZ51	0
0	0	0	0	0	0	0	0	0	0	W5NPI8	0	0	0	0	0	0	G1N8K9
0	0	0	0	0	0	0	0	0	0	W5NRK6	0	0	0	0	0	0	G3USS2
0	0	0	0	0	0	0	0	0	0	W5NUW7	0	0	0	0	0	0	H9H0P9
0	0	0	0	0	0	0	0	0	0	W5PEI7	0	0	0	0	0	0	G5E7I1
0	0	0	0	0	0	0	0	0	0	W5Q8A9	0	0	0	0	0	0	H9H0W7
0	0	0	0	0	0	0	0	0	0	W5QFZ0	0	0	0	0	0	0	H9H1M6
0	0	0	0	0	0	0	0	0	0	0	M3X5I3	F1PIL3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UN07	J9P611	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WMP7	E2RC96	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3X726	J9NRH7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2U2K9	E2QWB9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WQS3	F1PIQ1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UT34	E2RDW7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UKQ4	J9P3M6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WH90	F1PNN0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WYX0	J9NV41	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UHU1	J9P1V8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UBN5	F1PKY4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2URA5	J9P0P9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3W7P9	J9P116	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2U1N9	J9NSR4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UTB4	F1Q2R3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WZH2	J9PAU6	0	G1TVL6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2V2D2	F1PGB8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UIF1	J9NRH7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2U7V5	J9NWX4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3X0S1	F6XBH0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3W8C8	F6Y5Z5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WCZ7	J9P0B2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2U8P7	J9P6F1	0	0	0	R0JBL5	H9H060
0	0	0	0	0	0	0	0	0	0	0	M3WLM4	J9NZC6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WZ88	E2QUP2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3X8H0	E2QU65	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3XEF1	J9P682	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WRZ4	J9NTC2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UCJ8	Q95156	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WRN1	J9P8X9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UG07	J9PA08	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WL96	E2R1W0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2V187	J9P0U1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3W518	F1PDT2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2U3B6	0	A0A286XDW6	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UHR6	J9P226	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WRP0	J9P7U3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3X1U1	J9JI00	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UU91	J9NX42	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3X3C3	F1PQ61	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2UU85	L7N074	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3WEZ2	F1PW88	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3XFL5	L7N0P7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	M3VX94	F6UL10	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	A0A2I2V2G7	J9NWV9	0	0	0	0	0
